customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Value
1223,35,8,4991.75,3,5,2,10,Medium
1224,48,7,8166.93,3,4,4,11,Medium
1225,59,4,5271.6,3,2,3,8,Medium
1226,25,5,5188.65,4,2,2,8,Medium
1227,62,12,9340.67,2,5,5,12,High
1228,133,4,3561.17,1,2,1,4,Low
1229,20,9,6854.87,4,5,4,13,High
1230,77,2,1824.33,2,1,1,4,Low
1231,176,2,2000.5500000000002,1,1,1,3,Low
1232,5,9,10746.19,5,5,5,15,High
1233,15,9,11281.31,5,5,5,15,High
1234,86,8,8027.4800000000005,2,5,4,11,Medium
1235,82,2,3981.8599999999997,2,1,2,5,Low
1236,42,4,4306.97,3,2,2,7,Low
1237,24,11,14112.4,4,5,5,14,High
1238,102,6,3831.42,1,3,2,6,Low
1239,39,7,4496.44,3,4,2,9,Medium
1240,6,4,4634.82,5,2,2,9,Medium
1241,76,7,7065.74,2,4,4,10,Medium
1242,18,3,2670.4700000000003,4,1,1,6,Low
1243,200,9,10166.91,1,5,5,11,Medium
1244,20,5,4737.43,4,2,2,8,Medium
1245,72,7,5886.29,2,4,3,9,Medium
1246,115,2,2963.46,1,1,1,3,Low
1247,91,4,5835.85,2,2,3,7,Low
1248,68,1,1661.92,2,1,1,4,Low
1249,107,5,6448.09,1,2,3,6,Low
1250,36,10,9534.19,3,5,5,13,High
1251,62,4,2360.34,2,2,1,5,Low
1252,10,7,9665.09,5,4,5,14,High
1253,5,4,3836.34,5,2,2,9,Medium
1254,38,7,6791.62,3,4,4,11,Medium
1255,79,3,1726.6999999999998,2,1,1,4,Low
1256,82,6,6083.15,2,3,3,8,Medium
1257,257,3,2708.91,1,1,1,3,Low
1258,53,8,8945.56,3,5,5,13,High
1259,42,7,8470.17,3,4,4,11,Medium
1260,67,5,3845.9700000000003,2,2,2,6,Low
1261,49,6,4878.62,3,3,2,8,Medium
1262,44,3,4584.04,3,1,2,6,Low
1263,43,6,5354.29,3,3,3,9,Medium
1264,3,4,6000.92,5,2,3,10,Medium
1265,8,4,4449.86,5,2,2,9,Medium
1266,258,2,4182.94,1,1,2,4,Low
1267,142,4,6352.41,1,2,3,6,Low
1268,68,3,3021.9300000000003,2,1,1,4,Low
1269,212,3,2962.88,1,1,1,3,Low
1270,206,4,3962.16,1,2,2,5,Low
1271,188,2,3387.5299999999997,1,1,1,3,Low
1272,25,10,12199.83,4,5,5,14,High
1273,24,3,3050.3100000000004,4,1,1,6,Low
1274,15,10,7482.33,5,5,4,14,High
1275,150,6,5698.139999999999,1,3,3,7,Low
1276,101,2,2585.3,1,1,1,3,Low
1277,56,3,2701.3900000000003,3,1,1,5,Low
1278,65,4,6559.17,2,2,3,7,Low
1279,53,6,6106.63,3,3,3,9,Medium
1280,107,4,4802.049999999999,1,2,2,5,Low
1281,88,3,3403.18,2,1,1,4,Low
1282,39,8,10069.949999999999,3,5,5,13,High
1283,94,2,2964.4,2,1,1,4,Low
1284,79,3,418.80999999999995,2,1,1,4,Low
1285,118,8,11638.83,1,5,5,11,Medium
1286,52,7,6400.92,3,4,3,10,Medium
1287,68,7,9575.2,2,4,5,11,Medium
1288,23,5,7824.94,4,2,4,10,Medium
1289,12,6,5578.72,5,3,3,11,Medium
1290,45,9,11890.97,3,5,5,13,High
1291,17,7,8651.92,4,4,4,12,High
1292,32,5,6404.32,4,2,3,9,Medium
1293,240,5,5896.44,1,2,3,6,Low
1294,177,3,1722.97,1,1,1,3,Low
1295,30,7,7146.77,4,4,4,12,High
1296,131,4,5977.84,1,2,3,6,Low
1297,3,6,6037.48,5,3,3,11,Medium
1298,142,5,7471.98,1,2,4,7,Low
1299,7,7,9845.31,5,4,5,14,High
1300,21,6,9217.35,4,3,5,12,High
1301,13,8,5396.44,5,5,3,13,High
1302,30,13,17035.83,4,5,5,14,High
1303,11,6,7278.72,5,3,4,12,High
1304,4,6,4316.4400000000005,5,3,2,10,Medium
1305,143,5,4862.79,1,2,2,5,Low
1306,13,6,7121.24,5,3,4,12,High
1307,91,9,9888.54,2,5,5,12,High
1308,16,5,7509.25,4,2,4,10,Medium
1309,83,4,3547.44,2,2,1,5,Low
1310,21,5,4177.02,4,2,2,8,Medium
1311,38,4,6207.49,3,2,3,8,Medium
1312,27,4,3066.41,4,2,1,7,Low
1313,8,8,10174.59,5,5,5,15,High
1314,28,5,5627.01,4,2,3,9,Medium
1315,6,8,5675.12,5,5,3,13,High
1316,33,5,5704.709999999999,4,2,3,9,Medium
1317,11,9,15370.81,5,5,5,15,High
1318,8,7,7834.26,5,4,4,13,High
1319,17,5,6649.37,4,2,3,9,Medium
1320,95,6,4696.18,2,3,2,7,Low
1321,104,7,5511.14,1,4,3,8,Medium
1322,64,4,6024.35,2,2,3,7,Low
1323,54,7,3352.15,3,4,1,8,Medium
1324,75,6,6148.34,2,3,3,8,Medium
1325,83,1,416.98,2,1,1,4,Low
1326,11,6,6384.110000000001,5,3,3,11,Medium
1327,7,5,5206.27,5,2,2,9,Medium
1328,1,7,10301.23,5,4,5,14,High
1329,5,10,13334.92,5,5,5,15,High
1330,76,6,8329.24,2,3,4,9,Medium
1331,6,10,11641.26,5,5,5,15,High
1332,32,8,9213.53,4,5,5,14,High
1333,8,3,3501.9,5,1,1,7,Low
1334,241,2,3129.3199999999997,1,1,1,3,Low
1335,53,7,7295.27,3,4,4,11,Medium
1336,79,6,6095.66,2,3,3,8,Medium
1337,84,6,6160.39,2,3,3,8,Medium
1338,232,2,1671.8400000000001,1,1,1,3,Low
1339,103,5,6447.48,1,2,3,6,Low
1340,29,8,7371.42,4,5,4,13,High
1341,11,4,2841.1,5,2,1,8,Medium
1342,4,5,5550.01,5,2,3,10,Medium
1343,21,4,4627.96,4,2,2,8,Medium
1344,22,3,1709.46,4,1,1,6,Low
1345,44,6,8121.72,3,3,4,10,Medium
1346,16,9,10530.7,4,5,5,14,High
1347,92,6,6106.51,2,3,3,8,Medium
1348,115,5,7592.16,1,2,4,7,Low
1349,44,6,4387.99,3,3,2,8,Medium
1350,117,2,2243.46,1,1,1,3,Low
1351,18,6,8020.08,4,3,4,11,Medium
1352,89,3,2496.04,2,1,1,4,Low
1353,15,9,7872.24,5,5,4,14,High
1354,75,3,3170.25,2,1,1,4,Low
1355,9,5,5458.110000000001,5,2,3,10,Medium
1356,23,6,6474.389999999999,4,3,3,10,Medium
1357,13,10,14010.38,5,5,5,15,High
1358,4,8,8559.16,5,5,4,14,High
1359,13,2,2027.25,5,1,1,7,Low
1360,182,3,3476.3199999999997,1,1,1,3,Low
1361,29,7,8979.07,4,4,5,13,High
1362,119,2,2948.34,1,1,1,3,Low
1363,25,7,7017.55,4,4,4,12,High
1364,65,5,5699.07,2,2,3,7,Low
1365,218,4,2346.0800000000004,1,2,1,4,Low
1366,55,5,4035.11,3,2,2,7,Low
1367,12,7,4991.900000000001,5,4,2,11,Medium
1368,49,6,6882.69,3,3,4,10,Medium
1369,179,4,4920.55,1,2,2,5,Low
1370,27,4,3173.01,4,2,1,7,Low
1371,27,4,4146.6,4,2,2,8,Medium
1372,67,6,6444.01,2,3,3,8,Medium
1374,40,8,11213.68,3,5,5,13,High
1375,83,5,6008.95,2,2,3,7,Low
1376,90,6,6902.15,2,3,4,9,Medium
1377,76,5,5783.17,2,2,3,7,Low
1378,13,6,8072.719999999999,5,3,4,12,High
1379,29,5,6509.42,4,2,3,9,Medium
1380,199,3,4100.01,1,1,2,4,Low
1381,114,5,7293.99,1,2,4,7,Low
1382,123,2,2998.29,1,1,1,3,Low
1383,58,4,4142.55,3,2,2,7,Low
1384,37,6,6268.25,3,3,3,9,Medium
1385,143,5,7432.72,1,2,4,7,Low
1386,107,3,3260.21,1,1,1,3,Low
1387,216,1,1635.3,1,1,1,3,Low
1388,20,6,6237.99,4,3,3,10,Medium
1389,50,9,10567.12,3,5,5,13,High
1390,2,9,9070.85,5,5,5,15,High
1391,64,3,3611.7799999999997,2,1,1,4,Low
1392,108,3,4481.38,1,1,2,4,Low
1393,2,3,2847.5,5,1,1,7,Low
1394,172,4,4565.360000000001,1,2,2,5,Low
1395,88,3,4039.38,2,1,2,5,Low
1396,10,10,11434.630000000001,5,5,5,15,High
1397,138,6,7257.49,1,3,4,8,Medium
1398,37,7,8073.77,3,4,4,11,Medium
1399,17,4,6034.2,4,2,3,9,Medium
1400,57,6,7408.41,3,3,4,10,Medium
1401,82,4,3740.62,2,2,1,5,Low
1402,41,8,7968.53,3,5,4,12,High
1403,165,2,1663.42,1,1,1,3,Low
1404,8,10,9401.710000000001,5,5,5,15,High
1405,34,11,7668.83,3,5,4,12,High
1406,29,6,4605.35,4,3,2,9,Medium
1407,1,9,9199.51,5,5,5,15,High
1408,11,3,4975.92,5,1,2,8,Medium
1409,23,5,6232.56,4,2,3,9,Medium
1410,61,7,10217.49,2,4,5,11,Medium
1411,36,6,8273.8,3,3,4,10,Medium
1412,122,4,3403.46,1,2,1,4,Low
1413,4,6,5581.84,5,3,3,11,Medium
1414,19,2,1758.44,4,1,1,6,Low
1415,58,4,4962.58,3,2,2,7,Low
1416,68,5,4467.3,2,2,2,6,Low
1417,57,7,9187.68,3,4,5,12,High
1418,87,7,7705.58,2,4,4,10,Medium
1419,23,5,3385.2400000000002,4,2,1,7,Low
1420,39,5,4965.84,3,2,2,7,Low
1421,58,6,5452.030000000001,3,3,3,9,Medium
1422,39,7,5995.74,3,4,3,10,Medium
1423,25,6,7143.39,4,3,4,11,Medium
1424,77,3,3560.7,2,1,1,4,Low
1425,1,4,4470.96,5,2,2,9,Medium
1426,49,7,5955.06,3,4,3,10,Medium
1427,60,6,6354.3,2,3,3,8,Medium
1428,16,10,11559.73,4,5,5,14,High
1429,32,7,5046.72,4,4,2,10,Medium
1430,109,6,5159.71,1,3,2,6,Low
1431,20,4,3180.44,4,2,1,7,Low
1432,34,6,5329.7300000000005,3,3,3,9,Medium
1433,132,3,4030.1099999999997,1,1,2,4,Low
1434,125,2,2016.27,1,1,1,3,Low
1435,34,7,8853.71,3,4,5,12,High
1436,73,5,5911.139999999999,2,2,3,7,Low
1437,144,3,3495.9300000000003,1,1,1,3,Low
1438,7,11,12392.71,5,5,5,15,High
1439,66,4,4947.7300000000005,2,2,2,6,Low
1440,20,6,8415.02,4,3,4,11,Medium
1441,159,2,1628.66,1,1,1,3,Low
1442,54,3,2305.03,3,1,1,5,Low
1443,45,10,10803.14,3,5,5,13,High
1444,39,5,2497.0699999999997,3,2,1,6,Low
1445,7,6,8482.71,5,3,4,12,High
1446,11,7,9653.68,5,4,5,14,High
1447,98,7,8905.630000000001,2,4,5,11,Medium
1448,238,1,642.31,1,1,1,3,Low
1449,15,6,8326.130000000001,5,3,4,12,High
1450,43,7,8942.8,3,4,5,12,High
1451,32,7,7294.32,4,4,4,12,High
1452,3,5,5937.9800000000005,5,2,3,10,Medium
1453,1,5,6332.4,5,2,3,10,Medium
1454,6,4,3856.7,5,2,2,9,Medium
1455,33,5,5089.9,4,2,2,8,Medium
1456,9,4,1713.83,5,2,1,8,Medium
1457,66,7,7169.26,2,4,4,10,Medium
1458,199,3,4366.14,1,1,2,4,Low
1459,99,4,5707.43,2,2,3,7,Low
1460,13,8,14633.24,5,5,5,15,High
1461,19,7,8475.94,4,4,4,12,High
1462,82,6,5402.17,2,3,3,8,Medium
1463,111,5,5593.08,1,2,3,6,Low
1464,107,7,6447.85,1,4,3,8,Medium
1465,108,4,3709.83,1,2,1,4,Low
1466,34,3,3383.13,3,1,1,5,Low
1467,14,7,5883.48,5,4,3,12,High
1468,25,7,7792.76,4,4,4,12,High
1469,75,6,5088.71,2,3,2,7,Low
1470,2,8,8783.3,5,5,5,15,High
1471,6,5,5435.15,5,2,3,10,Medium
1472,70,7,8646.38,2,4,4,10,Medium
1473,33,11,11098.84,4,5,5,14,High
1474,67,5,5061.36,2,2,2,6,Low
1475,47,8,11874.85,3,5,5,13,High
1476,25,2,2055.69,4,1,1,6,Low
1477,20,9,9549.97,4,5,5,14,High
1478,2,8,7494.3,5,5,4,14,High
1479,16,5,4306.26,4,2,2,8,Medium
1480,3,9,7182.38,5,5,4,14,High
1481,21,9,9626.68,4,5,5,14,High
1482,69,12,14366.26,2,5,5,12,High
1483,30,8,7979.17,4,5,4,13,High
1484,15,5,3812.0,5,2,2,9,Medium
1485,5,2,1871.67,5,1,1,7,Low
1486,33,5,4895.26,4,2,2,8,Medium
1487,18,2,617.38,4,1,1,6,Low
1488,41,2,2561.77,3,1,1,5,Low
1489,83,5,4051.77,2,2,2,6,Low
1490,69,4,4593.42,2,2,2,6,Low
1491,161,3,3208.6000000000004,1,1,1,3,Low
1492,6,8,11326.9,5,5,5,15,High
1493,21,10,11653.87,4,5,5,14,High
1494,19,10,11747.52,4,5,5,14,High
1495,4,2,1217.97,5,1,1,7,Low
1496,54,5,7189.5,3,2,4,9,Medium
1497,183,6,6257.94,1,3,3,7,Low
1498,41,4,4031.87,3,2,2,7,Low
1499,126,5,5880.2699999999995,1,2,3,6,Low
1500,6,5,7075.5599999999995,5,2,4,11,Medium
1501,54,5,4317.1,3,2,2,7,Low
1502,27,9,11571.9,4,5,5,14,High
1503,35,10,13725.13,3,5,5,13,High
1504,6,5,5266.7,5,2,3,10,Medium
1505,19,5,6155.87,4,2,3,9,Medium
1506,1,10,11058.14,5,5,5,15,High
1507,17,4,6661.28,4,2,3,9,Medium
1508,62,5,5437.08,2,2,3,7,Low
1509,45,3,2949.6800000000003,3,1,1,5,Low
1510,57,2,2588.77,3,1,1,5,Low
1511,17,8,7012.24,4,5,4,13,High
1512,57,4,6281.98,3,2,3,8,Medium
1513,121,6,5632.32,1,3,3,7,Low
1514,68,7,7863.42,2,4,4,10,Medium
1515,9,7,5844.51,5,4,3,12,High
1516,38,5,5692.96,3,2,3,8,Medium
1517,29,11,13750.08,4,5,5,14,High
1518,32,5,6263.77,4,2,3,9,Medium
1519,9,11,9090.05,5,5,5,15,High
1520,168,4,4369.87,1,2,2,5,Low
1521,96,2,2287.37,2,1,1,4,Low
1522,10,6,6500.01,5,3,3,11,Medium
1523,42,3,3736.42,3,1,1,5,Low
1524,38,8,5784.92,3,5,3,11,Medium
1525,25,3,2983.65,4,1,1,6,Low
1526,81,6,8545.73,2,3,4,9,Medium
1527,42,8,8695.82,3,5,5,13,High
1528,76,7,7880.17,2,4,4,10,Medium
1529,105,1,1810.0,1,1,1,3,Low
1530,2,10,13634.73,5,5,5,15,High
1531,43,7,7667.54,3,4,4,11,Medium
1532,4,6,6446.1900000000005,5,3,3,11,Medium
1533,105,8,7532.76,1,5,4,10,Medium
1534,47,7,7048.71,3,4,4,11,Medium
1535,105,5,7008.0599999999995,1,2,4,7,Low
1536,34,4,4914.46,3,2,2,7,Low
1537,27,9,9589.18,4,5,5,14,High
1538,2,4,891.12,5,2,1,8,Medium
1539,66,8,6655.98,2,5,3,10,Medium
1540,6,6,7965.92,5,3,4,12,High
1541,71,5,6311.2,2,2,3,7,Low
1542,134,5,5625.49,1,2,3,6,Low
1543,75,3,2638.73,2,1,1,4,Low
1544,330,1,1057.51,1,1,1,3,Low
1545,3,7,6179.73,5,4,3,12,High
1546,70,7,6956.75,2,4,4,10,Medium
1547,28,9,12870.9,4,5,5,14,High
1548,38,3,2239.69,3,1,1,5,Low
1549,4,7,5720.9800000000005,5,4,3,12,High
1550,43,6,5181.85,3,3,2,8,Medium
1551,23,7,7800.78,4,4,4,12,High
1552,100,5,6945.16,2,2,4,8,Medium
1553,85,4,4422.05,2,2,2,6,Low
1554,21,7,9898.23,4,4,5,13,High
1555,134,7,7885.78,1,4,4,9,Medium
1556,85,5,6248.45,2,2,3,7,Low
1557,76,7,9899.14,2,4,5,11,Medium
1558,9,9,13587.269999999999,5,5,5,15,High
1559,57,7,10631.65,3,4,5,12,High
1560,203,3,1348.02,1,1,1,3,Low
1561,44,8,10601.55,3,5,5,13,High
1562,101,3,4066.11,1,1,2,4,Low
1563,130,4,4845.110000000001,1,2,2,5,Low
1564,14,3,2983.8,5,1,1,7,Low
1565,10,2,3083.23,5,1,1,7,Low
1566,87,4,2886.44,2,2,1,5,Low
1567,25,7,10643.93,4,4,5,13,High
1568,140,5,7722.0599999999995,1,2,4,7,Low
1569,54,1,1466.68,3,1,1,5,Low
1570,34,9,9958.95,3,5,5,13,High
1571,4,4,6221.7300000000005,5,2,3,10,Medium
1572,83,6,10119.88,2,3,5,10,Medium
1573,65,4,5400.4400000000005,2,2,3,7,Low
1574,74,10,9813.75,2,5,5,12,High
1575,87,4,4088.84,2,2,2,6,Low
1576,38,8,7956.31,3,5,4,12,High
1577,13,7,7980.92,5,4,4,13,High
1578,17,7,9064.42,4,4,5,13,High
1579,41,10,12087.02,3,5,5,13,High
1580,56,8,7454.8099999999995,3,5,4,12,High
1581,37,8,7922.66,3,5,4,12,High
1582,56,5,5202.889999999999,3,2,2,7,Low
1583,113,4,4888.05,1,2,2,5,Low
1584,3,2,2749.7200000000003,5,1,1,7,Low
1585,38,8,8002.97,3,5,4,12,High
1586,17,6,6104.44,4,3,3,10,Medium
1587,78,5,4992.59,2,3,2,7,Low
1588,33,7,9131.54,4,4,5,13,High
1589,12,6,8549.57,5,3,4,12,High
1590,87,3,5130.389999999999,2,1,2,5,Low
1591,30,12,13908.32,4,5,5,14,High
1592,101,4,5703.379999999999,1,2,3,6,Low
1593,54,6,7569.45,3,3,4,10,Medium
1594,1,5,6384.16,5,3,3,11,Medium
1595,78,7,9792.89,2,4,5,11,Medium
1596,136,5,5697.98,1,3,3,7,Low
1597,26,12,18052.68,4,5,5,14,High
1598,171,5,6297.23,1,3,3,7,Low
1599,20,11,8164.88,4,5,4,13,High
1600,14,9,5904.32,5,5,3,13,High
1601,20,4,3901.84,4,2,2,8,Medium
1602,8,4,4971.84,5,2,2,9,Medium
1603,24,4,5471.889999999999,4,2,3,9,Medium
1604,100,3,3311.7200000000003,2,1,1,4,Low
1605,182,3,3871.88,1,1,2,4,Low
1606,43,5,6270.96,3,3,3,9,Medium
1607,2,5,4898.71,5,3,2,10,Medium
1608,13,3,2811.51,5,1,1,7,Low
1609,62,5,6259.92,2,3,3,8,Medium
1610,9,5,6734.610000000001,5,3,4,12,High
1611,42,12,13692.47,3,5,5,13,High
1612,68,2,3904.22,2,1,2,5,Low
1613,42,8,6670.94,3,5,3,11,Medium
1614,51,7,5571.04,3,4,3,10,Medium
1615,56,6,8856.76,3,3,5,11,Medium
1616,24,7,10413.51,4,4,5,13,High
1617,6,5,5926.27,5,3,3,11,Medium
1618,29,2,2033.21,4,1,1,6,Low
1619,85,10,11466.11,2,5,5,12,High
1620,217,2,2947.04,1,1,1,3,Low
1621,83,5,2804.08,2,3,1,6,Low
1622,48,3,1952.29,3,1,1,5,Low
1623,3,6,7686.06,5,3,4,12,High
1624,4,6,4424.39,5,3,2,10,Medium
1625,10,8,12809.369999999999,5,5,5,15,High
1626,256,2,1789.3799999999999,1,1,1,3,Low
1627,25,8,10051.58,4,5,5,14,High
1628,134,2,3869.2699999999995,1,1,2,4,Low
1629,2,7,8226.210000000001,5,4,4,13,High
1630,24,3,3699.7799999999997,4,1,1,6,Low
1631,132,5,5204.3,1,3,2,6,Low
1632,282,2,2114.26,1,1,1,3,Low
1633,18,3,4623.68,4,1,2,7,Low
1634,30,4,3683.93,4,2,1,7,Low
1635,140,4,6745.71,1,2,4,7,Low
1636,41,5,6065.61,3,3,3,9,Medium
1637,144,8,7801.63,1,5,4,10,Medium
1638,12,4,5237.9,5,2,2,9,Medium
1639,31,6,7481.219999999999,4,3,4,11,Medium
1640,63,7,5455.04,2,4,3,9,Medium
1641,64,9,9474.24,2,5,5,12,High
1642,85,5,4353.22,2,3,2,7,Low
1643,39,8,9571.34,3,5,5,13,High
1644,23,7,8493.64,4,4,4,12,High
1645,91,7,4521.049999999999,2,4,2,8,Medium
1646,27,7,7426.27,4,4,4,12,High
1647,179,7,7932.610000000001,1,4,4,9,Medium
1648,14,4,4946.86,5,2,2,9,Medium
1649,72,2,3582.3900000000003,2,1,1,4,Low
1650,11,5,4358.9,5,3,2,10,Medium
1651,98,5,2070.12,2,3,1,6,Low
1652,97,6,7230.45,2,3,4,9,Medium
1653,34,5,5084.3,3,3,2,8,Medium
1654,85,4,4021.4700000000003,2,2,2,6,Low
1655,17,3,3331.17,4,1,1,6,Low
1656,85,7,8201.54,2,4,4,10,Medium
1657,62,6,5897.3099999999995,2,3,3,8,Medium
1658,281,4,3729.5499999999997,1,2,1,4,Low
1659,81,7,8004.33,2,4,4,10,Medium
1660,77,6,4480.62,2,3,2,7,Low
1661,219,6,8438.94,1,3,4,8,Medium
1662,63,5,3125.38,2,3,1,6,Low
1663,14,6,8093.37,5,3,4,12,High
1664,43,7,8460.32,3,4,4,11,Medium
1665,69,8,8205.05,2,5,4,11,Medium
1666,79,4,5256.49,2,2,3,7,Low
1667,77,7,9549.75,2,4,5,11,Medium
1668,5,6,6878.43,5,3,4,12,High
1669,60,6,6940.13,2,3,4,9,Medium
1670,61,9,8855.96,2,5,5,12,High
1671,44,4,3197.84,3,2,1,6,Low
1672,43,13,14908.46,3,5,5,13,High
1673,134,3,1318.28,1,1,1,3,Low
1674,49,5,1043.7,3,3,1,7,Low
1675,102,4,4572.34,1,2,2,5,Low
1676,88,5,6881.58,2,3,4,9,Medium
1677,99,8,8188.179999999999,2,5,4,11,Medium
1678,69,9,8841.869999999999,2,5,5,12,High
1679,137,4,5682.89,1,2,3,6,Low
1680,113,3,5001.21,1,1,2,4,Low
1681,19,5,5956.62,4,3,3,10,Medium
1682,83,6,10071.44,2,3,5,10,Medium
1683,83,9,12412.95,2,5,5,12,High
1684,17,6,4309.7,4,3,2,9,Medium
1685,26,2,1818.98,4,1,1,6,Low
1686,79,10,10098.74,2,5,5,12,High
1687,11,4,4032.17,5,2,2,9,Medium
1688,39,7,8556.73,3,4,4,11,Medium
1689,137,5,7091.33,1,3,4,8,Medium
1690,17,9,8042.110000000001,4,5,4,13,High
1691,3,8,7630.41,5,5,4,14,High
1692,128,5,3763.01,1,3,2,6,Low
1693,76,7,8716.14,2,4,5,11,Medium
1694,20,7,7616.63,4,4,4,12,High
1695,38,5,7504.66,3,3,4,10,Medium
1696,29,9,12254.53,4,5,5,14,High
1697,25,5,6885.15,4,3,4,11,Medium
1698,33,8,9039.039999999999,4,5,5,14,High
1699,82,8,8291.65,2,5,4,11,Medium
1700,45,7,5028.5,3,4,2,9,Medium
1701,6,5,3664.41,5,3,1,9,Medium
1702,15,7,5682.53,5,4,3,12,High
1703,4,4,2468.19,5,2,1,8,Medium
1704,120,2,3009.57,1,1,1,3,Low
1705,16,4,5029.5,4,2,2,8,Medium
1706,3,8,9107.39,5,5,5,15,High
1707,18,9,6986.84,4,5,4,13,High
1708,259,4,6112.64,1,2,3,6,Low
1709,5,5,5390.71,5,3,3,11,Medium
1710,81,4,4067.49,2,2,2,6,Low
1711,42,7,6222.5599999999995,3,4,3,10,Medium
1712,287,2,1953.53,1,1,1,3,Low
1713,7,7,9031.89,5,4,5,14,High
1714,39,6,5717.15,3,3,3,9,Medium
1715,103,3,2616.3199999999997,1,1,1,3,Low
1716,135,2,2372.87,1,1,1,3,Low
1717,47,4,3349.03,3,2,1,6,Low
1718,25,5,4488.2,4,3,2,9,Medium
1719,20,5,5061.53,4,3,2,9,Medium
1720,24,5,5561.49,4,3,3,10,Medium
1721,1,7,8195.2,5,4,4,13,High
1722,5,9,12696.87,5,5,5,15,High
1723,18,5,4943.21,4,3,2,9,Medium
1724,104,4,2074.23,1,2,1,4,Low
1725,61,7,9995.56,2,4,5,11,Medium
1726,118,6,8687.62,1,3,4,8,Medium
1727,72,7,7397.04,2,4,4,10,Medium
1728,46,7,9185.800000000001,3,4,5,12,High
1729,59,7,5273.49,3,4,3,10,Medium
1730,21,3,3121.3,4,1,1,6,Low
1731,44,11,8015.92,3,5,4,12,High
1732,98,5,4804.96,2,3,2,7,Low
1733,54,5,4933.33,3,3,2,8,Medium
1734,26,2,1998.5900000000001,4,1,1,6,Low
1735,66,5,5022.08,2,3,2,7,Low
1736,55,6,8725.86,3,3,5,11,Medium
1737,46,3,4477.58,3,1,2,6,Low
1738,22,5,3395.26,4,3,1,8,Medium
1739,38,4,4215.17,3,2,2,7,Low
1740,7,8,9327.380000000001,5,5,5,15,High
1741,65,4,5075.22,2,2,2,6,Low
1742,60,6,7168.48,2,3,4,9,Medium
1743,87,7,8615.73,2,4,4,10,Medium
1744,110,3,1889.09,1,1,1,3,Low
1745,6,12,10025.74,5,5,5,15,High
1746,106,6,8448.21,1,3,4,8,Medium
1747,191,4,2839.33,1,2,1,4,Low
1748,3,10,11012.26,5,5,5,15,High
1749,82,3,3909.98,2,1,2,5,Low
1750,56,6,7768.64,3,3,4,10,Medium
1751,13,4,3904.5699999999997,5,2,2,9,Medium
1752,29,7,5387.53,4,4,3,11,Medium
1753,28,4,4242.64,4,2,2,8,Medium
1754,143,5,6904.57,1,3,4,8,Medium
1755,49,6,6597.55,3,3,3,9,Medium
1756,63,3,2636.84,2,1,1,4,Low
1757,230,1,1228.07,1,1,1,3,Low
1758,3,7,4887.03,5,4,2,11,Medium
1759,19,6,5494.57,4,3,3,10,Medium
1760,13,7,8150.56,5,4,4,13,High
1761,19,5,5743.1,4,3,3,10,Medium
1762,22,11,11211.63,4,5,5,14,High
1763,10,7,7841.49,5,4,4,13,High
1764,3,4,3350.1400000000003,5,2,1,8,Medium
1765,47,6,8083.150000000001,3,3,4,10,Medium
1766,179,5,3464.7,1,3,1,5,Low
1767,5,5,5973.14,5,3,3,11,Medium
1768,93,2,2428.24,2,1,1,4,Low
1769,37,6,5115.5,3,3,2,8,Medium
1770,14,7,8228.41,5,4,4,13,High
1771,40,5,5464.37,3,3,3,9,Medium
1772,169,4,4467.889999999999,1,2,2,5,Low
1773,9,11,13096.0,5,5,5,15,High
1774,98,4,3792.41,2,2,2,6,Low
1775,53,5,4881.53,3,3,2,8,Medium
1776,35,7,7458.65,3,4,4,11,Medium
1777,71,7,7648.4400000000005,2,4,4,10,Medium
1778,313,2,3040.4,1,1,1,3,Low
1779,130,6,8886.92,1,3,5,9,Medium
1780,39,4,4117.57,3,2,2,7,Low
1781,10,4,3282.18,5,2,1,8,Medium
1782,82,5,7342.2,2,3,4,9,Medium
1783,50,12,11248.25,3,5,5,13,High
1784,72,4,4486.610000000001,2,2,2,6,Low
1785,35,6,5294.27,3,3,3,9,Medium
1786,175,2,1570.1,1,1,1,3,Low
1787,1,6,7519.39,5,3,4,12,High
1788,30,9,10584.15,4,5,5,14,High
1789,61,3,3728.3,2,1,1,4,Low
1790,33,5,4313.98,4,3,2,9,Medium
1791,118,6,7479.16,1,3,4,8,Medium
1792,7,9,8862.25,5,5,5,15,High
1793,61,6,7572.360000000001,2,3,4,9,Medium
1794,2,5,3869.44,5,3,2,10,Medium
1795,4,6,6133.57,5,3,3,11,Medium
1796,123,2,471.26,1,1,1,3,Low
1797,55,11,10502.99,3,5,5,13,High
1798,14,7,6605.389999999999,5,4,3,12,High
1799,53,4,4409.38,3,2,2,7,Low
1800,172,4,5571.58,1,2,3,6,Low
1801,66,8,9112.94,2,5,5,12,High
1802,14,8,10435.94,5,5,5,15,High
1803,116,7,7116.29,1,4,4,9,Medium
1804,32,3,4740.04,4,1,2,7,Low
1805,91,4,2108.15,2,2,1,5,Low
1806,38,8,8723.79,3,5,5,13,High
1807,61,6,6829.25,2,3,4,9,Medium
1808,77,7,10837.15,2,4,5,11,Medium
1809,28,6,10150.57,4,3,5,12,High
1810,7,2,458.74,5,1,1,7,Low
1811,33,8,10112.53,4,5,5,14,High
1812,23,10,10631.380000000001,4,5,5,14,High
1813,19,6,6307.18,4,3,3,10,Medium
